Type,Timestamp,ProcessStepName,Parameter,Pump To Pressure,Pump Pressure,Step Time,Log Interval,Pump Time,CHF3 (100) (sccm),CF4 (100) (sccm),SF6 (100) (sccm),C4F8 (100) (sccm),Ar (100) (sccm),O2 (100) (sccm),Table Temperature (C),Water Temperature (C),Process State,Elapsed Time,Ignore Tolerance,Rf Hold,Pressure (mTorr),Position (Deg),Position Mode,LPS Strike Pressure (mTorr),LPS Dc Bias (volts),LPS Ramp Rate,HF Power (W),HF Reflected Power (W),ICP Power (W),ICP Reflected Power (W),Upper Magnitude (%),Upper Phase (%),Lower Magnitude (%),Lower Phase (%),DC Bias (V),Lf232 Power (W),Lf232 Reflected Power (W),Tune (%),Load (%),Hold,Manual,Frequency (kHz),Pulsed,Hi Power (W),Low Power (W),Pulse Time (Hz),Duty Cycle (%),Helium Pressure (Torr),Helium Flow,Helium Flow[1],He Leak Mode,Endpoint State,Endpoint,Signal Smooth Time (Secs),Endpoint Closed Time (Secs),Endpoint Type,Endpoint Threshold Type,Endpoint Normalisation Time (Secs),Endpoint Normalisation (percent),Endpoint OverEtch Time (Secs),Endpoint Threshold (percent),Endpoint Capture Time (Secs),Endpoint OverEtch (percent),Etch Depth,Refractive Index,Laser Wavelength,Etch Depth[1],Etch Rate,Derivative Smooth Time (Secs),Derivative Gain,Endpoint Type[1],Wavelength 1 (%),Wavelength 2 (%),Wavelength 3 (%),Integration Time (ms),Sample Average,Boxcar Width,taskID,BatchID,LotID,recipe,UID,user
Data,2024/08/29 16:51:40.687,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:34.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,5269.397,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.6 ,35.8 ,62.0 ,67.4 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:51:45.718,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:29.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,14 ,Process started  all tolerances OK,5274.428,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:51:50.749,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:24.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5279.459,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:51:55.764,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:19.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5284.474,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.4 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:00.795,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:14.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,5289.505,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:05.857,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:09.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.8 ,22 ,14 ,Process started  all tolerances OK,5294.567,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:10.872,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:32:04.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5299.582,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:15.919,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:59.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,5304.629,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.9 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:20.950,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:54.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,5309.66,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:25.980,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:49.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5314.69,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:30.996,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:44.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5319.706,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:36.058,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:39.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.9 ,22 ,14 ,Process started  all tolerances OK,5324.768,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:41.058,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:34.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5329.768,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:46.120,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:29.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5334.83,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:51.135,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:24.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5339.845,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:52:56.165,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:19.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,14 ,Process started  all tolerances OK,5344.875,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:01.212,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:14.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.8 ,22 ,14 ,Process started  all tolerances OK,5349.922,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:06.274,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:09.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5354.984,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:11.290,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:31:04.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5360.0,,,50.6 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:16.320,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:59.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,5365.03,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:21.351,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:54.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5370.061,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:26.382,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:49.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5375.092,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:31.397,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:44.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5380.107,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,499.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:36.443,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:39.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.9 ,22 ,14 ,Process started  all tolerances OK,5385.153,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:41.490,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:34.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5390.2,,,50.4 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:46.552,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:29.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5395.262,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:51.599,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:23.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5400.309,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:53:56.628,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:18.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,14 ,Process started  all tolerances OK,5405.338,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:01.644,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:13.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5410.354,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:06.660,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:08.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5415.37,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:11.690,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:30:03.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5420.4,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:16.737,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:58.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.1 ,22 ,14 ,Process started  all tolerances OK,5425.447,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,499.9 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:21.752,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:53.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5430.462,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:26.783,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:48.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,5435.493,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:31.814,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:43.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5440.524,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:36.844,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:38.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5445.554,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:41.874,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:33.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,14 ,Process started  all tolerances OK,5450.584,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,499.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:46.921,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:28.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,5455.631,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:51.968,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:23.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,14 ,Process started  all tolerances OK,5460.678,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:54:56.983,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:18.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,5465.693,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:55:02.029,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:13.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.1 ,22 ,14 ,Process started  all tolerances OK,5470.739,,,50.4 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.7 ,35.8 ,62.1 ,67.5 ,500.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:55:07.076,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:08.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,5475.786,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.0 ,67.5 ,500.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:55:12.091,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:29:03.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5480.801,,,50.5 ,26.8 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 16:55:17.153,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,01:28:58.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,5485.863,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.6 ,35.8 ,62.1 ,67.5 ,500.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
